1995,51396
1996,51845
1997,55789
1998,58698
1999,63524
2000,70780
2001,80211
2002,94819
2003,119142
2004,136279
2005,141758
2006,150400
2007,154836
2008,150955
2009,141461
2010,149928
2011,146162
2012,147171
2013,170624
2014,200695
2015,202190
2016,216940
2017,261162
2018,269014
2019,251562
2020,269571
2021,281563
