1995,44543
1996,45057
1997,48292
1998,51890
1999,54557
2000,59804
2001,67591
2002,81063
2003,94909
2004,114483
2005,127727
2006,141389
2007,149665
2008,141365
2009,137171
2010,139783
2011,140250
2012,142356
2013,154387
2014,175566
2015,195430
2016,203155
2017,252641
2018,275827
2019,245878
2020,261743
2021,261903
