1995,63533
1996,65393
1997,71632
1998,78607
1999,89142
2000,103153
2001,119207
2002,143685
2003,164954
2004,180267
2005,186337
2006,199102
2007,218718
2008,207885
2009,199479
2010,218329
2011,212683
2012,216741
2013,230369
2014,255068
2015,286018
2016,312534
2017,368649
2018,361427
2019,385004
2020,395998
2021,401269
